Symbol,Name,Industry,Market Cap
EDUC,Educational Development,Distributors,67481179
EEFT,Euronet Worldwide,IT Services,6658239469
EEIQ,Elite Education Group International,Diversified Consumer Services,24013660
EEX,Emerald Holding,Media,239184893
EFC,Ellington Financial,Mortgage Real Estate Investment Trust...,1028940857
EFOI,Energy Focus,Electrical Equipment,8777140
EFSC,Enterprise Financial Services,Banks,1785365856
EFTR,eFFECTOR Therapeutics,Biotechnology,165975917
EFX,Equifax,Professional Services,29141725085
EGAN,eGain,Software,364697046
EGBN,Eagle Bancorp,Banks,1821526395
EGGF,EG Acquisition,Blank Check / SPAC,273937500
EGHT,"8x8, Inc.",Software,1489787252
EGLE,Eagle Bulk Shipping,Marine,928564063
EGLX,Enthusiast Gaming Holdings,Electronic Gaming & Multimedia,323544320
EGO,Eldorado Gold,Metals & Mining,2047764217
EGP,EastGroup Properties,Equity Real Estate Investment Trusts ...,8385178032
EGRX,Eagle Pharmaceuticals,Biotechnology,628508153
EGY,VAALCO Energy,"Oil, Gas & Consumable Fuels",383108570
EH,EHang Holdings,Aerospace & Defense,664593721
EHC,Encompass Health,Health Care Providers & Services,7071050188
EHTH,eHealth,Insurance,332265340
EIC,Eagle Point Income Company,Securities and Commodity Exchanges,0
EIG,Employers Holdings,Insurance,1137464048
EIGR,Eiger BioPharmaceuticals,Biotechnology,287511161
EIX,Edison International,Electric Utilities,26693238729
EJFA,EJF Acquisition,Blank Check / SPAC,356143864
EJH,E-Home Household Service Holdings,Personal Services,27346753
EKSO,Ekso Bionics Holdings,Health Care Equipment & Supplies,36682483
EL,The Estee Lauder Companies,Personal Products,97672200163
ELA,Envela,Specialty Retail,125468631
ELAN,Elanco Animal Health,Pharmaceuticals,12345449456
ELDN,Eledon Pharmaceuticals,Biotechnology,56368792
ELEV,Elevation Oncology,Biotechnology,58478868
ELF,e.l.f. Beauty,Personal Products,1346277629
ELLO,Ellomay Capital,Independent Power and Renewable Elect...,341791380
ELMD,Electromed,Health Care Equipment & Supplies,106154737
ELMS,Electric Last Mile Solutions,Auto Manufacturers,177360031
ELOX,Eloxx Pharmaceuticals,Pharmaceuticals,48517071
ELP,Companhia Paranaense de Energia,Electric Utilities,21399820280
ELS,Equity LifeStyle Properties,Equity Real Estate Investment Trusts ...,14938074058
ELSE,Electro-Sensors,"Electronic Equipment, Instruments & C...",17391513
ELTK,Eltek,"Electronic Equipment, Instruments & C...",23866690
ELVT,Elevate Credit,Consumer Finance,95975669
ELY,Callaway Golf Company,Leisure Products,4337079797
ELYM,Eliem Therapeutics,Biotechnology,222903003
ELYS,Elys Game Technology,Gambling,55449187
EM,Smart Share Global,Personal Services,321772415
EMAN,eMagin,Semiconductors & Semiconductor Equipment,83196631
EMBK,Embark Technology,Software-Application,2650217215
EMCF,Emclaire Financial,Banks,102625079
EME,EMCOR Group,Construction & Engineering,5931782617
EMKR,EMCORE,Communications Equipment,137927120
EML,The Eastern Company,Machinery,145385263
EMLD,FTAC Emerald Acquisition,Blank Check / SPAC,336680062
EMN,Eastman Chemical Company,Chemicals,14450137000
EMR,Emerson Electric Company,Electrical Equipment,58241699803
EMX,EMX Royalty,Metals & Mining,230100303
ENB,Enbridge,"Oil, Gas & Consumable Fuels",93359906811
ENCP,Energem,Blank Check / SPAC,149031000
ENDP,Endo International,Pharmaceuticals,539863167
ENER,Accretion Acquisition,Blank Check / SPAC,254751000
ENFN,Enfusion,Software-Application,834219576
ENG,ENGlobal,Energy Equipment & Services,47561407
ENIA,Enel Americas,Electric Utilities,12962063355
ENIC,Enel Chile,Electric Utilities,2185661439
ENJY,Enjoy Technology,Specialty Retail,456543388
ENLC,EnLink Midstream LLC,"Oil, Gas & Consumable Fuels",4670638590
ENLV,Enlivex Therapeutics,Software,102467495
ENOB,Enochian Biosciences,Biotechnology,434224733
ENPC,Executive Network Partnering,Shell Companies,437182429
ENPH,Enphase Energy,Semiconductors & Semiconductor Equipment,27025606483
ENR,Energizer Holdings,Household Products,2191652860
ENS,EnerSys,Electrical Equipment,3076027339
ENSC,Ensysce Biosciences,Biotechnology,27651611
ENSG,The Ensign Group,Health Care Providers & Services,4958326773
ENSV,Enservco,Energy Equipment & Services,30867210
ENTA,Enanta Pharmaceuticals,Biotechnology,1461332446
ENTF,Enterprise 4.0 Technology Acquisition,Blank Check / SPAC,379707960
ENTG,Entegris,Semiconductors & Semiconductor Equipment,17830883308
ENTX,Entera Bio,Biotechnology,82668622
ENV,Envestnet,Software,4080778468
ENVA,Enova International,Consumer Finance,1270548343
ENVB,Enveric Biosciences,Biotechnology,17350905
ENVX,Enovix,Electrical Equipment & Parts,2232983798
ENZ,Enzo Biochem,Health Care Providers & Services,141256685
EOCW,Elliott Opportunity II,Blank Check / SPAC,745113789
EOG,EOG Resources,"Oil, Gas & Consumable Fuels",69795929993
EOLS,Evolus,Pharmaceuticals,624892278
EOSE,Eos Energy Enterprises,Electrical Equipment & Parts,225544431
EP,Empire Petroleum,"Oil, Gas & Consumable Fuels",349135129
EPAC,Enerpac Tool Group,Machinery,1325465724
EPAM,EPAM Systems,IT Services,16870730698
EPAY,Bottomline Technologies,Software,2549330424
EPC,Edgewell Personal Care Company,Personal Products,1982941177
EPD,Enterprise Products Partners,"Oil, Gas & Consumable Fuels",56172363773
EPHY,Epiphany Technology Acquisition,Blank Check / SPAC,501924730
EPIX,ESSA Pharma,Biotechnology,272018237
EPM,Evolution Petroleum,"Oil, Gas & Consumable Fuels",228746266
EPR,EPR Properties,Equity Real Estate Investment Trusts ...,4101499115
EPRT,Essential Properties Realty Trust,Equity Real Estate Investment Trusts ...,3191822573
EPSN,Epsilon Energy,"Oil, Gas & Consumable Fuels",152765018
EPWR,Empowerment & Inclusion Capital I,Blank Check / SPAC,338445019
EPZM,Epizyme,Biotechnology,189154303
EQ,Equillium,Biotechnology,108654525
EQBK,Equity Bancshares,Banks,537402537
EQC,Equity Commonwealth,Equity Real Estate Investment Trusts ...,3190438131
EQD,Equity Distribution Acquisition,Blank Check / SPAC,511760924
EQH,Equitable Holdings,Diversified Financial Services,12041238521
EQHA,EQ Health Acquisition,Blank Check / SPAC,269499990
EQIX,Equinix,Equity Real Estate Investment Trusts ...,67280506536
EQNR,Equinor ASA,"Oil, Gas & Consumable Fuels",1.20819E+11
EQOS,EQONEX,Capital Markets,100371933
EQR,Equity Residential,Equity Real Estate Investment Trusts ...,35065200592
EQRX,"EQRx, Inc.",Biotechnology,2013924351
EQS,Equus Total Return,Capital Markets,34741514
EQT,EQT Corporation,"Oil, Gas & Consumable Fuels",12938951670
EQX,Equinox Gold,Metals & Mining,2503436543
ERAS,Erasca,Biotechnology,1045691260
ERES,East Resources Acquisition Co.,Blank Check / SPAC,427368750
ERF,Enerplus,"Oil, Gas & Consumable Fuels",3096920311
ERIC,Ericsson,Communications Equipment,30704916475
ERIE,Erie Indemnity Company,Insurance,9209820087
ERII,Energy Recovery,Machinery,1144161395
ERJ,Embraer,Aerospace & Defense,2320694010
ERO,Ero Copper,Metals & Mining,1321031674
ERYP,Erytech Pharma,Biotechnology,58962223
ES,Eversource Energy,Electric Utilities,30403149740
ESAC,ESGEN Acquisition,Blank Check / SPAC,290290000
ESBA,"Empire State Realty OP,",Equity Real Estate Investment Trusts ...,2717666046
ESBK,Elmira Savings Bank,Thrifts & Mortgage Finance,80534975
ESCA,Escalade,Leisure Products,178111546
ESE,ESCO Technologies,Machinery,1817409514
ESEA,Euroseas,Marine,211687550
ESGC,Eros STX Global,Entertainment,53010000
ESGR,Enstar Group,Insurance,4732090230
ESI,Element Solutions,Chemicals,5434769919
ESLT,Elbit Systems,Aerospace & Defense,9802066755
ESM,ESM Acquisition,Blank Check / SPAC,374851452
ESMT,EngageSmart,Software-Application,3456354033
ESNT,Essent Group,Thrifts & Mortgage Finance,4485420030
ESP,Espey Manufacturing & Electronics,Electrical Equipment,37566543
ESPR,Esperion Therapeutics,Biotechnology,307197696
ESQ,Esquire Financial Holdings,Banks,271866214
ESRT,Empire State Realty Trust,Equity Real Estate Investment Trusts ...,2768660472
ESS,Essex Property Trust,Equity Real Estate Investment Trusts ...,23344914133
ESSA,ESSA Bancorp,Thrifts & Mortgage Finance,188284730
ESSC,East Stone Acquisition,Blank Check / SPAC,74338382
ESTA,Establishment Labs Holdings,Health Care Equipment & Supplies,1625777011
ESTC,Elastic,Software,8314067372
ESTE,Earthstone Energy,"Oil, Gas & Consumable Fuels",925795381
ET,Energy Transfer LP,"Oil, Gas & Consumable Fuels",34496868349
ETAC,E.merge Technology Acquisition,Blank Check / SPAC,754379960
ETD,Ethan Allen Interiors,"Furnishings, Fixtures & Appliances",659599677
ETN,Eaton,Electrical Equipment,60638740468
ETNB,89bio,Biotechnology,76724774
ETON,Eton Pharmaceuticals,Pharmaceuticals,107369360
ETR,Entergy,Electric Utilities,23760492533
ETRN,Equitrans Midstream,"Oil, Gas & Consumable Fuels",3665686010
ETSY,"Etsy, Inc.",Internet & Direct Marketing Retail,17093593988
ETTX,Entasis Therapeutics Holdings,Biotechnology,89482862
ETWO,E2open Parent Holdings,Software-Infrastructure,2654981626
EUCR,Eucrates Biomedical Acquisition,Blank Check / SPAC,132437544
EURN,Euronav NV,"Oil, Gas & Consumable Fuels",2131736438
EVA,Enviva,"Oil, Gas & Consumable Fuels",5268136935
EVAX,Evaxion Biotech,Biotechnology,70118741
EVBG,Everbridge,Software,1720650968
EVBN,Evans Bancorp,Banks,208919820
EVC,Entravision Communications,Media,555593788
EVCM,EverCommerce,Software-Infrastructure,2580084988
EVE,EVe Mobility Acquisition,Blank Check / SPAC,301990393
EVER,EverQuote,Interactive Media & Services,501869622
EVFM,Evofem Biosciences,Pharmaceuticals,57046223
EVGN,Evogene,Biotechnology,53521260
EVGO,"EVgo, Inc.",Specialty Retail,3401971449
EVGR,Evergreen,Blank Check / SPAC,104800000
EVH,Evolent Health,Health Care Technology,2933721596
EVI,EVI Industries,Trading Companies & Distributors,228534287
EVK,Ever-Glory International Group,"Textiles, Apparel & Luxury Goods",27550878
EVLO,Evelo Biosciences,Biotechnology,181850797
EVLV,Evolv Technologies Holdings,Security & Protection Services,379742397
EVO,Evotec SE,Drug Manufacturers-Specialty & Generic,5354582513
EVOJ,Evo Acquisition,Blank Check / SPAC,153599648
EVOK,Evoke Pharma,Pharmaceuticals,16294360
EVOL,Evolving Systems,Software,22308104
EVOP,EVO Payments,IT Services,2100402677
EVR,Evercore,Capital Markets,4558464944
EVRG,Evergy,Electric Utilities,15672001476
EVRI,Everi Holdings,"Hotels, Restaurants & Leisure",1919593200
EVTC,Evertec,IT Services,2945728252
EVTL,Vertical Aerospace,Aerospace & Defense,1457670908
EW,Edwards Lifesciences,Health Care Equipment & Supplies,73141436415
EWBC,East West Bancorp,Banks,11213647836
EWCZ,European Wax Center,Household & Personal Products,1876057827
EWTX,Edgewise Therapeutics,Biotechnology,480266399
EXAI,Exscientia,Biotechnology,1740772728
EXAS,Exact Sciences,Biotechnology,12174260220
EXC,Exelon,Electric Utilities,46683926500
EXEL,Exelixis,Biotechnology,7241886205
EXFY,Expensify,Software-Application,1423703164
EXK,Endeavour Silver,Metals & Mining,836511805
EXLS,ExlService Holdings,IT Services,4757351841
EXN,Excellon Resources,Other Industrial Metals & Mining,29197393
EXP,Eagle Materials,Construction Materials,5070913015
EXPD,Expeditors International of Washington,Air Freight & Logistics,17268778917
EXPE,Expedia Group,Internet & Direct Marketing Retail,30476384201
EXPI,eXp World Holdings,Real Estate Management & Development,3149355007
EXPO,Exponent,Professional Services,5631155626
EXPR,Express,Specialty Retail,238792332
EXR,Extra Space Storage,Equity Real Estate Investment Trusts ...,28924012366
EXTN,Exterran,Energy Equipment & Services,206898570
EXTR,Extreme Networks,Communications Equipment,1577690742
EYE,National Vision Holdings,Specialty Retail,3546942420
EYEN,Eyenovia,Pharmaceuticals,104942261
EYES,Second Sight Medical Products,Health Care Equipment & Supplies,56355151
EYPT,EyePoint Pharmaceuticals,Pharmaceuticals,413638232
EZFL,EzFill Holdings,Software-Application,27589587
EZGO,EZGO Technologies,Recreational Vehicles,16352280
EZPW,EZCORP,Consumer Finance,341427899
F,Ford Motor Company,Automobiles,69153275900
FA,First Advantage,Specialty Business Services,3142957049
FACA,Figure Acquisition I,Blank Check / SPAC,401678262
FACT,Freedom Acquisition I,Blank Check / SPAC,422625019
FAF,First American Financial,Insurance,7087224275
FAMI,Farmmi,Food Products,90204999
FANG,Diamondback Energy,"Oil, Gas & Consumable Fuels",24320049022
FANH,Fanhua,Insurance,390896702
FARM,Farmer Brothers Company,Food Products,130302408
FARO,FARO Technologies,"Electronic Equipment, Instruments & C...",945260660
FAST,Fastenal Company,Trading Companies & Distributors,34187907065
FAT,FAT Brands,"Hotels, Restaurants & Leisure",126702224
FATBB,FAT Brands,"Hotels, Restaurants & Leisure",114624890
FATE,Fate Therapeutics,Biotechnology,3738501851
FATH,Fathom Digital Manufacturing,Shell Companies,318939294
FATP,Fat Projects Acquisition,Blank Check / SPAC,143016300
FB,Meta Platforms,Interactive Media & Services,6.20195E+11
FBC,Flagstar Bancorp,Thrifts & Mortgage Finance,2256731647
FBHS,Fortune Brands Home & Security,Building Products,9830734788
FBIO,Fortress Biotech,Biotechnology,142118638
FBIZ,First Business Financial Services,Banks,278043423
FBK,FB Financial,Banks,2112788349
FBMS,The First Bancshares,Banks,707499506
FBNC,First Bancorp,Banks,1488331890
FBP,First BanCorp - Puerto Rico,Banks,2603191548
FBRT,Franklin BSP Realty Trust,REIT-Mortgage,614524410
FBRX,Forte Biosciences,Biotechnology,21541716
FC,Franklin Covey Company,Professional Services,646519384
FCAP,First Capital,Banks,132255664
FCAX,Fortress Capital Acquisition,Blank Check / SPAC,493999990
FCBC,First Community Bancshares,Banks,473767174
FCCO,First Community,Banks,160284720
FCEL,FuelCell Energy,Electrical Equipment,2112123006
FCF,First Commonwealth Financial,Banks,1429572855
FCFS,FirstCash Holdings,Consumer Finance,3410645708
FCN,FTI Consulting,Professional Services,5400066941
FCNCA,First Citizens BancShares,Banks,10588165120
FCPT,Four Corners Property Trust,Equity Real Estate Investment Trusts ...,2176133367
FCRD,First Eagle Alternative Capital BDC,Asset Management,131964355
FCUV,Focus Universal,"Electronic Equipment, Instruments & C...",579679926
FCX,Freeport-McMoRan,Metals & Mining,73873850337
FDBC,Fidelity D&D Bancorp,Banks,265955172
FDMT,4D Molecular Therapeutics,Biotechnology,487431000
FDP,Fresh Del Monte Produce,Food Products,1233458556
FDS,FactSet Research Systems,Capital Markets,16409653945
FDUS,Fidus Investment,Capital Markets,493146732
FDX,FedEx,Air Freight & Logistics,59971198808
FE,FirstEnergy,Electric Utilities,26181611488
FEAM,5E Advanced Materials,Specialty Chemicals,7496888784
FEDU,Four Seasons Education (Cayman),Diversified Consumer Services,29922519
FEIM,Frequency Electronics,"Electronic Equipment, Instruments & C...",80767746
FELE,Franklin Electric Co.,Machinery,3854492592
FEMY,Femasys,Medical Instruments & Supplies,26677491
FENC,Fennec Pharmaceuticals,Biotechnology,145675600
FENG,Phoenix New Media,Interactive Media & Services,40828256
FERG,Ferguson,Industrial Distribution,29200738239
FET,Forum Energy Technologies,Energy Equipment & Services,132104123
FEXD,Fintech Ecosystem Development,Blank Check / SPAC,143459030
FF,FutureFuel,Chemicals,439820315
FFBC,First Financial Bancorp,Banks,2170138875
FFBW,"FFBW, Inc.",Thrifts & Mortgage Finance,68900575
FFHL,Fuwei Films (Holdings) Co.,Chemicals,22860873
FFIC,Flushing Financial,Banks,681261547
FFIE,Faraday Future Intelligent Electric,Automobiles,1618561275
FFIN,First Financial Bankshares,Banks,6291821016
FFIV,F5 Networks,Communications Equipment,12691247098
FFNW,First Financial Northwest,Banks,156187950
FFWM,First Foundation,Banks,1370784361
FGBI,First Guaranty Bancshares,Banks,256560192
FGEN,FibroGen,Biotechnology,1127183865
FGF,FG Financial Group,Insurance,17664777
FGI,FGI Industries,"Furnishings, Fixtures & Appliances",28500000
FGMC,FG Merger,Blank Check / SPAC,88842000
FHB,First Hawaiian,Banks,3574298618
FHI,Federated Hermes,Asset Management,3167069168
FHLT,Future Health ESG,Blank Check / SPAC,246499980
FHN,First Horizon,Banks,12542908413
FHS,First High-School Education Group Co.,Education & Training Services,43419300
FHTX,Foghorn Therapeutics,Biotechnology,630857014
FIAC,Focus Impact Acquisition,Blank Check / SPAC,285487519
FIBK,First Interstate BancSystem,Banks,4011901160
FICO,Fair Isaac,Software,12258381749
FICV,Frontier Investment,Blank Check / SPAC,436274970
FIGS,"FIGS, Inc.",Apparel Manufacturing,3544365304
FINM,Marlin Technology,Blank Check / SPAC,508184990
FINV,FinVolution Group,Consumer Finance,1125002751
FINW,FinWise Bancorp,Banks-Regional,219039782
FIS,Fidelity National Information Services,IT Services,61215125408
FISI,Financial Institutions,Banks,467816427
FISV,Fiserv,IT Services,66132774887
FITB,Fifth Third Bancorp,Banks,29511366651
FIVE,Five Below,Specialty Retail,8975270860
FIVN,Five9,Software,7634116060
FIX,Comfort Systems USA,Construction & Engineering,3200514768
FIXX,Homology Medicines,Biotechnology,174451312
FIZZ,National Beverage,Beverages,4060089813
FKWL,Franklin Wireless,Communications Equipment,46203281
FL,Foot Locker,Specialty Retail,2850029311
FLAC,Frazier Lifesciences Acquisition,Blank Check / SPAC,174492330
FLAG,First Light Acquisition Group,Blank Check / SPAC,284337500
FLDM,Fluidigm,Life Sciences Tools & Services,277142974
FLEX,Flex Ltd.,"Electronic Equipment, Instruments & C...",8608795633
FLGC,Flora Growth,Drug Manufacturers-Specialty & Generic,126063087
FLGT,Fulgent Genetics,Health Care Providers & Services,1892714311
FLIC,The First of Long Island Corporation,Banks,452262037
FLL,Full House Resorts,"Hotels, Restaurants & Leisure",329071357
FLME,Flame Acquisition,Blank Check / SPAC,350390615
FLMN,Falcon Minerals,"Oil, Gas & Consumable Fuels",317194489
FLNC,Fluence Energy,Utilities-Renewable,709818623
FLNG,Flex LNG,Marine,1524028915
FLNT,Fluent,Media,164851648
FLO,Flowers Foods,Food Products,5438616038
FLOW,SPX Flow,Machinery,3626249468
FLR,Fluor,Construction & Engineering,4051659237
FLS,Flowserve,Machinery,4681432051
FLT,FleetCor Technologies,IT Services,19488794567
